"SmedID","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","annotations","tissue"
"SMED30016871",0,0.447764588913418,0.388,0.001,0,41,NA,"Neural"
"SMED30016950",0,0.358071247215873,0.592,0.271,0,26,"Dystrophins A:C:F:G:H","Neural"
"SMED30016950",0,0.405571581404104,0.545,0.271,0,23,"Dystrophins A:C:F:G:H","Protonephridia"
"SMED30016950",0,0.269804519734262,0.559,0.266,0,9,"Dystrophins A:C:F:G:H","Muscle"
"SMED30016950",2.56909758617416e-34,0.267576596761123,0.549,0.274,8.64989466288979e-30,84,"Dystrophins A:C:F:G:H","Parenchymal"
"SMED30016950",4.52712446583208e-62,0.260696394410624,0.572,0.274,1.524237536401e-57,73,"Dystrophins A:C:F:G:H","Protonephridia"
"SMED30016976",0,0.362457825731243,0.258,0,0,67,NA,"Parenchymal"
"SMED30017028",0,0.473047419488926,0.425,0.051,0,41,"Neurogenic locus notch protein","Neural"
"SMED30017028",2.70124388059372e-260,0.254248503285436,0.279,0.052,9.09481802157101e-256,54,"Neurogenic locus notch protein","Neural"
"SMED30017151",8.95954473377463e-89,0.359143963194857,0.484,0.296,3.01658911641458e-84,45,"E3 ubiquitin protein ligase UBR4","Cathepsin"
"SMED30017160",0,1.06297794669645,0.823,0.002,0,49,"sert","Neural"
"SMED30017175",0,0.398543033926619,0.396,0.108,0,23,"Ras GTPase-activating protein gap-2","Protonephridia"
"SMED30017190",0,0.253655670554941,0.251,0.02,0,2,"slc4a-7","Epidermis"
"SMED30017193",0,0.252188548270832,0.258,0.016,0,79,"Protocadherin-9","Neural"
"SMED30017203",5.20273827809403e-215,0.285501331391781,0.409,0.076,1.75170995085148e-210,73,"Semaphorin-like protein","Protonephridia"
"SMED30017203",0,0.436622910750842,0.468,0.055,0,3,"Semaphorin-like protein","Protonephridia"
"SMED30017203",0,0.290719274999826,0.337,0.075,0,31,"Semaphorin-like protein","Cathepsin"
"SMED30017219",0,0.263733921809301,0.311,0.059,0,12,"Guanylate cyclase","Neural"
"SMED30017265",0,0.25177881938952,0.296,0.054,0,19,"Protocadherin gamma","Neural"
"SMED30017265",0,0.450090148943555,0.406,0.056,0,61,"Protocadherin gamma","Neural"
"SMED30017265",0,0.310390666456555,0.357,0.054,0,26,"Protocadherin gamma","Neural"
"SMED30017299",1.83024384033465e-90,0.3011047148502,0.302,0.076,6.16224798602272e-86,79,"BAI1-associated protein 3","Neural"
"SMED30017299",2.00529514798657e-174,0.297301136402007,0.324,0.075,6.75162823375599e-170,61,"BAI1-associated protein 3","Neural"
"SMED30017299",0,0.614631952678365,0.596,0.071,0,26,"BAI1-associated protein 3","Neural"
"SMED30017299",0,0.654484327475176,0.562,0.07,0,19,"BAI1-associated protein 3","Neural"
"SMED30017299",1.05826231456067e-144,0.257705836235455,0.334,0.075,3.56306338689433e-140,71,"BAI1-associated protein 3","Neural"
"SMED30017369",0,0.294438962211263,0.335,0.067,0,27,"Ras GTPase-activating protein gap-2","Cathepsin"
"SMED30017369",0,0.320184792551618,0.357,0.067,0,31,"Ras GTPase-activating protein gap-2","Cathepsin"
"SMED30017383",0,0.340644651434372,0.316,0.003,0,31,"Tyrosine-protein kinase SPK-1","Cathepsin"
"SMED30017388",2.20165644945349e-100,-0.258443272804171,0.111,0.225,7.41275709966496e-96,13,"Collagen alpha-2(I) chain","Epidermis"
"SMED30017388",1.44646995540678e-30,-0.285216025010093,0.092,0.224,4.8701196928591e-26,52,"Collagen alpha-2(I) chain","Neural"
"SMED30017388",0,0.970089647766556,0.808,0.166,0,0,"Collagen alpha-2(I) chain","Muscle"
"SMED30017388",2.8016374474734e-21,-0.268437006830545,0.114,0.223,9.4328331218982e-17,56,"Collagen alpha-2(I) chain","Neural"
"SMED30017388",0,-0.342252409869978,0.075,0.231,0,3,"Collagen alpha-2(I) chain","Protonephridia"
"SMED30017388",0,-0.307766417968742,0.102,0.229,0,4,"Collagen alpha-2(I) chain","Stem Cells"
"SMED30017388",1.23531605264889e-190,-0.274077829724134,0.108,0.227,4.15918561766354e-186,8,"Collagen alpha-2(I) chain","Neural"
"SMED30017388",2.27108534192711e-262,0.59649663790869,0.795,0.222,7.64651723773439e-258,73,"Collagen alpha-2(I) chain","Protonephridia"
"SMED30017388",0,0.357509623681751,0.561,0.22,0,24,"Collagen alpha-2(I) chain","Muscle"
"SMED30017388",0,-0.316871018516866,0.097,0.234,0,2,"Collagen alpha-2(I) chain","Epidermis"
"SMED30017388",7.02033225059195e-43,-0.252962560002878,0.112,0.224,2.3636756654518e-38,28,"Collagen alpha-2(I) chain","Neural"
"SMED30017388",6.1387968009414e-114,-0.255808033697471,0.116,0.225,2.06687149490896e-109,11,"Collagen alpha-2(I) chain","Protonephridia"
"SMED30017388",3.83410853537196e-15,-0.255667424375017,0.109,0.223,1.29090600277438e-10,66,"Collagen alpha-2(I) chain","Parenchymal"
"SMED30017388",0,0.989726530630906,0.893,0.203,0,9,"Collagen alpha-2(I) chain","Muscle"
"SMED30017430",3.9961022603262e-52,0.251024080337279,0.318,0.135,1.34544767002923e-47,67,"Protein disulfide-isomerase 2","Parenchymal"
"SMED30017456",0,0.356272815125179,0.339,0.04,0,29,"epidermal growth factor receptor 3","Neural"
"SMED30017456",0,0.273991650700303,0.317,0.039,0,20,"epidermal growth factor receptor 3","Neural"
"SMED30017516",4.64410260254524e-46,-0.340648873513415,0.24,0.346,1.56362290525096e-41,23,"Collagen alpha 1(V) chain","Protonephridia"
"SMED30017516",1.41872811061521e-37,-0.426327301116458,0.188,0.345,4.77671567563035e-33,52,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",2.3775184215384e-26,-0.386385647174764,0.216,0.345,8.00486677347764e-22,53,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",5.52539662007789e-14,-0.322184359071215,0.238,0.345,1.86034578801402e-09,61,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",2.28760813524249e-34,-0.362460852318939,0.21,0.345,7.70214783054793e-30,42,"Collagen alpha 1(V) chain","Parenchymal"
"SMED30017516",1.06636738753624e-206,0.635764038541088,0.898,0.343,3.59035235709577e-202,73,"Collagen alpha 1(V) chain","Protonephridia"
"SMED30017516",0.00013998573092181,-0.266427426789125,0.286,0.345,1,77,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",3.31134108830041e-185,-0.304402494371609,0.254,0.349,1.11489543101986e-180,4,"Collagen alpha 1(V) chain","Stem Cells"
"SMED30017516",8.78830483098865e-27,-0.272689031838267,0.265,0.345,2.95893435354557e-22,22,"Collagen alpha 1(V) chain","Parenchymal"
"SMED30017516",0,-0.487715546253604,0.192,0.358,0,2,"Collagen alpha 1(V) chain","Epidermis"
"SMED30017516",3.43177423699839e-18,-0.346384958454312,0.22,0.345,1.15544406785499e-13,62,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",3.41802802831551e-89,-0.39809026651665,0.2,0.346,1.15081585685355e-84,20,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",1.22673334628558e-27,-0.299585420993566,0.249,0.345,4.13028850360893e-23,31,"Collagen alpha 1(V) chain","Cathepsin"
"SMED30017516",1.69117309993278e-147,-0.394368842985674,0.205,0.347,5.69401071016368e-143,12,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",2.17184251685771e-40,-0.369066429576523,0.214,0.345,7.31237657000821e-36,37,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",2.68136075210434e-07,-0.280194768251211,0.246,0.345,0.00902787351626009,80,"Collagen alpha 1(V) chain","Pharynx"
"SMED30017516",1.17559069265706e-26,-0.353869921243308,0.219,0.345,3.95809630310707e-22,49,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",1.20536700897055e-17,-0.347541461393721,0.233,0.345,4.05835018250296e-13,60,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",6.13540919498384e-19,-0.316951397890001,0.246,0.345,2.06573092185911e-14,47,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",4.96019965514429e-10,-0.311986685495947,0.249,0.345,1.67004962189053e-05,71,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",2.20667848699862e-21,-0.403782079359543,0.194,0.345,7.42966579787567e-17,66,"Collagen alpha 1(V) chain","Parenchymal"
"SMED30017516",5.45061945075684e-54,-0.412559526425205,0.191,0.345,1.83516906287532e-49,35,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",1.56558314829973e-25,-0.311532377995458,0.267,0.345,5.27116190201036e-21,28,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",3.53672957365324e-124,-0.304987653503042,0.253,0.348,1.19078148015331e-119,5,"Collagen alpha 1(V) chain","Cathepsin"
"SMED30017516",0,-0.477178696206762,0.173,0.35,0,8,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",1.67554921409101e-15,-0.433679354076293,0.165,0.345,5.64140664892303e-11,84,"Collagen alpha 1(V) chain","Parenchymal"
"SMED30017516",7.83046898478057e-49,-0.334033447230629,0.225,0.346,2.63644060248577e-44,26,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",7.59919142595778e-144,-0.394297756406782,0.22,0.347,2.55857176120572e-139,11,"Collagen alpha 1(V) chain","Protonephridia"
"SMED30017516",3.22474261608693e-28,-0.414013562749378,0.21,0.345,1.08573859141031e-23,56,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",5.10946140614338e-08,-0.295697420567927,0.241,0.345,0.00172030456083441,81,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",1.13329152490552e-239,-0.385558936595709,0.208,0.349,3.81567923520438e-235,7,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",4.19193120849684e-12,-0.287276067264579,0.244,0.345,1.4113813185888e-07,63,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",5.76972991306297e-26,-0.263409177248944,0.29,0.345,1.94261036442917e-21,15,"Collagen alpha 1(V) chain","Intestine"
"SMED30017516",7.22491802983151e-53,-0.314845753650306,0.236,0.346,2.43255765146397e-48,19,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",0,1.0464076999351,0.917,0.289,0,0,"Collagen alpha 1(V) chain","Muscle"
"SMED30017516",2.3441878427141e-27,-0.384842957833572,0.218,0.345,7.8926460476341e-23,51,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",7.50681281861008e-16,-0.295322610038429,0.255,0.345,2.52746880789783e-11,48,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",3.70210490143225e-38,-0.343619663119191,0.232,0.345,1.24646169926322e-33,29,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",1.3270134559482e-22,-0.352220198450323,0.215,0.345,4.46792160483199e-18,58,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",5.7608394476222e-36,-0.314441279988233,0.241,0.345,1.93961703361992e-31,27,"Collagen alpha 1(V) chain","Cathepsin"
"SMED30017516",1.46338679615362e-05,-0.369044144118654,0.235,0.345,0.492707700396962,87,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",2.76929426295622e-13,-0.364861858944466,0.21,0.345,9.32393685394728e-09,79,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",0,1.25228109888279,0.889,0.339,0,24,"Collagen alpha 1(V) chain","Muscle"
"SMED30017516",1.23345215381871e-14,-0.297161741462421,0.251,0.345,4.15291005669222e-10,54,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",0,-0.563573910866995,0.14,0.356,0,3,"Collagen alpha 1(V) chain","Protonephridia"
"SMED30017516",5.92048231035715e-06,-0.316014765633342,0.245,0.345,0.199336718907415,85,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",6.59569780933619e-07,-0.262876106184426,0.274,0.345,0.022207054954254,65,"Collagen alpha 1(V) chain","Neural"
"SMED30017516",1.24162084549032e-155,-0.405896044517164,0.189,0.347,4.18041322468135e-151,13,"Collagen alpha 1(V) chain","Epidermis"
"SMED30017516",0,1.29736797070269,0.977,0.326,0,9,"Collagen alpha 1(V) chain","Muscle"
"SMED30017516",3.53128630444242e-101,-0.321014735997911,0.24,0.347,1.18894878584272e-96,10,"Collagen alpha 1(V) chain","Cathepsin"
"SMED30017516",6.18428482988103e-80,-0.356889954748728,0.219,0.346,2.08218685937264e-75,17,"Collagen alpha 1(V) chain","Epidermis"
"SMED30017516",1.35560867306608e-146,-0.329929640708598,0.242,0.348,4.56419884134618e-142,6,"Collagen alpha 1(V) chain","Intestine"
"SMED30017516",1.90396010614931e-12,-0.281527648679855,0.252,0.345,6.41044328139411e-08,59,"Collagen alpha 1(V) chain","Neural"
"SMED30017535",0,0.266482379064419,0.248,0.004,0,31,NA,"Cathepsin"
"SMED30017545",0,0.870299023205771,0.704,0.005,0,52,NA,"Neural"
"SMED30017565",0,0.289858239781209,0.273,0.009,0,60,"Ephrin type-A receptor 4-B","Neural"
"SMED30017565",0,0.323761110731234,0.296,0.009,0,50,"Ephrin type-A receptor 4-B","Neural"
"SMED30017636",0,0.260841987146249,0.312,0.063,0,41,"Calsyntenin-1","Neural"
"SMED30017636",4.83341523278123e-165,0.306984604696607,0.298,0.064,1.62736257472511e-160,65,"Calsyntenin-1","Neural"
"SMED30017636",0,0.399118770631296,0.425,0.063,0,62,"Calsyntenin-1","Neural"
"SMED30017663",0,0.419161029645882,0.529,0.127,0,37,"Myoferlin","Neural"
"SMED30017663",0,0.554446585299151,0.706,0.128,0,73,"Myoferlin","Protonephridia"
"SMED30017663",0,0.428197071452235,0.501,0.121,0,11,"Myoferlin","Protonephridia"
"SMED30017663",0,0.815157177519708,0.739,0.095,0,3,"Myoferlin","Protonephridia"
"SMED30017663",1.06691304183635e-232,0.287053451132593,0.451,0.128,3.59218952055882e-228,52,"Myoferlin","Neural"
"SMED30017664",0,0.257754004524904,0.271,0.027,0,60,"Anosmin-1","Neural"
"SMED30017683",0,0.388595970294389,0.346,0.034,0,2,"Ankyrin-1","Epidermis"
"SMED30017714",0,0.933954074295379,0.578,0.007,0,24,"Basement membrane specific heparan sulfate","Muscle"
"SMED30017722",9.66843610691996e-79,0.266938743902469,0.395,0.126,3.25526575283888e-74,79,"Kinesin-like protein unc-104","Neural"
"SMED30017722",0,0.456952869398624,0.574,0.125,0,52,"Kinesin-like protein unc-104","Neural"
"SMED30017722",4.50666391429665e-112,0.260856986577577,0.356,0.126,1.51734867330454e-107,59,"Kinesin-like protein unc-104","Neural"
"SMED30017722",1.63535238743077e-38,0.250545044842295,0.354,0.127,5.50606795324065e-34,85,"Kinesin-like protein unc-104","Neural"
"SMED30017722",5.12740748301218e-187,0.383067420165479,0.488,0.126,1.72634682545537e-182,71,"Kinesin-like protein unc-104","Neural"
"SMED30017722",0,0.338318989631416,0.451,0.124,0,26,"Kinesin-like protein unc-104","Neural"
"SMED30017722",0,0.397258684173204,0.461,0.125,0,49,"Kinesin-like protein unc-104","Neural"
"SMED30017749",0,0.447909046112386,0.338,0.057,0,53,"Peptidyl-glycine alpha-amidating monooxygenase A","Neural"
"SMED30017749",4.79932035645158e-266,0.267959641642665,0.281,0.057,1.61588317081368e-261,47,"Peptidyl-glycine alpha-amidating monooxygenase A","Neural"
"SMED30017749",7.31703322319997e-230,0.250573628877771,0.269,0.057,2.4635719159192e-225,51,"Peptidyl-glycine alpha-amidating monooxygenase A","Neural"
"SMED30017749",0,0.38536176068291,0.344,0.057,0,49,"Peptidyl-glycine alpha-amidating monooxygenase A","Neural"
"SMED30017749",0,0.496417859150032,0.424,0.057,0,62,"Peptidyl-glycine alpha-amidating monooxygenase A","Neural"
"SMED30017749",2.49634668553079e-235,0.307296300411447,0.319,0.057,8.40494965551363e-231,63,"Peptidyl-glycine alpha-amidating monooxygenase A","Neural"
"SMED30017749",3.63332846502037e-194,0.410272149736138,0.361,0.057,1.22330536088771e-189,81,"Peptidyl-glycine alpha-amidating monooxygenase A","Neural"
"SMED30017759",0,0.37697269767874,0.388,0.033,0,35,"Coiled-coil domain-containing protein 154","Neural"
"SMED30017780",0,0.4736710864327,0.347,0.021,0,55,"Transient receptor potential cation channel subfamily M member 3","Cathepsin"
"SMED30017780",0,0.359524013522926,0.351,0.02,0,31,"Transient receptor potential cation channel subfamily M member 3","Cathepsin"
"SMED30017785",0,0.326143099038484,0.349,0.037,0,0,"PDZ and LIM domain protein 4","Muscle"
"SMED30017845",0,0.25416265627045,0.219,0.027,0,45,"Alpha 2 macroglobulin","Cathepsin"
"SMED30017845",0,0.324156210245525,0.273,0.018,0,5,"Alpha 2 macroglobulin","Cathepsin"
"SMED30017940",0,0.315249682187514,0.306,0.046,0,27,"Cathepsin L","Cathepsin"
"SMED30017940",0,0.569559780810973,0.406,0.046,0,45,"Cathepsin L","Cathepsin"
"SMED30017940",0,0.568075433205665,0.429,0.034,0,5,"Cathepsin L","Cathepsin"
"SMED30017945",6.66814195975419e-233,0.553299573845958,0.755,0.219,2.24509671642964e-228,73,"Collagen alpha-2(I) chain","Protonephridia"
"SMED30017945",3.3972088768789e-29,-0.266853079458771,0.093,0.221,1.14380625675636e-24,52,"Collagen alpha-2(I) chain","Neural"
"SMED30017945",0,0.915044537971052,0.796,0.164,0,0,"Collagen alpha-2(I) chain","Muscle"
"SMED30017945",0,0.990798163308983,0.898,0.2,0,9,"Collagen alpha-2(I) chain","Muscle"
"SMED30017945",0,-0.326453524380102,0.073,0.228,0,3,"Collagen alpha-2(I) chain","Protonephridia"
"SMED30017945",0,0.439896150505375,0.603,0.216,0,24,"Collagen alpha-2(I) chain","Muscle"
"SMED30017945",3.86332641437795e-204,-0.271415226616831,0.101,0.224,1.30074337045691e-199,8,"Collagen alpha-2(I) chain","Neural"
"SMED30017945",0,-0.30207374266477,0.094,0.232,0,2,"Collagen alpha-2(I) chain","Epidermis"
"SMED30017945",0,-0.308860725023105,0.087,0.227,0,4,"Collagen alpha-2(I) chain","Stem Cells"
"SMED30017945",6.01110601224507e-106,-0.253277010706788,0.105,0.222,2.02387928326279e-101,13,"Collagen alpha-2(I) chain","Epidermis"
"SMED30017953",0,0.355808395585337,0.376,0.033,0,3,NA,"Protonephridia"
"SMED30017957",0,0.312529555614869,0.305,0.045,0,58,"Phosphoinositide phospholipase C","Neural"
"SMED30017971",0,0.424371509187187,0.497,0.099,0,26,"Transient receptor potential cation channel subfamily A member 1-like protein","Neural"
"SMED30017992",0,0.330804849445729,0.34,0.002,0,52,"Kunitz-type serine protease inhibitor 6","Neural"
"SMED30018013",0,0.591503606118734,0.563,0.085,0,31,"Protein F37C4.5","Cathepsin"
"SMED30018072",0,0.270798813293376,0.266,0.01,0,81,"Endoglin CD105 antigen","Neural"
"SMED30018086",0,0.509405855671873,0.741,0.319,0,37,"Talin-1","Neural"
"SMED30018086",2.487437178718e-105,0.26466630069496,0.615,0.321,8.37495223702564e-101,52,"Talin-1","Neural"
"SMED30018086",0,0.384102231578461,0.617,0.315,0,10,"Talin-1","Cathepsin"
"SMED30018088",0,1.13594586934307,0.6,0.013,0,17,NA,"Epidermis"
"SMED30018177",0,0.361632782216522,0.403,0.094,0,10,"insulin receptor-like 1 protein","Cathepsin"
"SMED30018208",0,0.262861045443662,0.323,0.07,0,35,"Neurexin","Neural"
"SMED30018208",2.83307240572727e-61,0.264028252351773,0.297,0.071,9.53867148284316e-57,85,"Neurexin","Neural"
"SMED30018224",0,0.32660384627253,0.375,0.068,0,9,"Adenylate kinase","Muscle"
"SMED30018252",0,0.777133131345179,0.397,0.029,0,6,"Cathepsin L","Intestine"
"SMED30018274",0,0.327242801129734,0.338,0.046,0,12,"Calbindin-32","Neural"
"SMED30018274",0,0.470248454185349,0.495,0.049,0,37,"Calbindin-32","Neural"
"SMED30018274",5.33203837714772e-281,0.268982873485239,0.284,0.051,1.79524400120187e-276,54,"Calbindin-32","Neural"
"SMED30018274",0,0.501210213975607,0.492,0.048,0,26,"Calbindin-32","Neural"
"SMED30018274",3.50267787963821e-295,0.281869047948282,0.325,0.051,1.17931661529539e-290,62,"Calbindin-32","Neural"
"SMED30018277",0,0.319231150175191,0.306,0.011,0,31,NA,"Cathepsin"
"SMED30018324",9.9072545617614e-142,0.344083281184101,0.372,0.057,3.33567353839945e-137,85,"Voltage-dependent T-type calcium channel subunit alpha","Neural"
"SMED30018324",0,0.624238241725216,0.584,0.056,0,79,"Voltage-dependent T-type calcium channel subunit alpha","Neural"
"SMED30018324",0,0.295163596301277,0.335,0.048,0,7,"Voltage-dependent T-type calcium channel subunit alpha","Neural"
"SMED30018324",0,0.420621327894022,0.421,0.056,0,63,"Voltage-dependent T-type calcium channel subunit alpha","Neural"
"SMED30018324",0,0.60097738199119,0.455,0.056,0,59,"Voltage-dependent T-type calcium channel subunit alpha","Neural"
"SMED30018324",0,0.435639971250342,0.439,0.056,0,61,"Voltage-dependent T-type calcium channel subunit alpha","Neural"
"SMED30018331",0,0.789884125718884,0.519,0.003,0,42,"Peptidase inhibitor 16","Parenchymal"
"SMED30018353",0,0.595982107352651,0.523,0.037,0,13,"Glycine amidinotransferase, mitochondrial","Epidermis"
"SMED30018353",0,1.19844870025626,0.676,0.037,0,17,"Glycine amidinotransferase, mitochondrial","Epidermis"
"SMED30018369",0,0.285679559007221,0.274,0.02,0,31,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN","Cathepsin"
"SMED30018386",0,0.260462355998374,0.271,0.024,0,20,"Inositol 1,4,5-trisphosphate receptor type 1","Neural"
"SMED30018473",0,0.302069243399172,0.383,0.113,0,10,"Growth factor receptor-bound protein 2","Cathepsin"
"SMED30018507",0,0.277860767235596,0.432,0.14,0,9,"Calcium-transporting ATPase","Muscle"
"SMED30018527",0,0.271442268528999,0.284,0.042,0,41,"Guanylate cyclase","Neural"
"SMED30018530",0,2.31486020339067,0.991,0.01,0,32,NA,"Neural"
"SMED30018542",1.25215176541656e-27,0.354074016053273,0.311,0.158,4.21586977898102e-23,80,"slc4a-1","Pharynx"
"SMED30018632",4.47454651363119e-282,0.259943649106132,0.268,0.054,1.50653506567449e-277,45,"Serine/threonine-protein kinase 10","Cathepsin"
"SMED30018637",1.2338970369891e-297,0.265733700199099,0.851,0.663,4.15440793383859e-293,13,"Heat shock cognate 71 kDa protein","Epidermis"
"SMED30018637",0,-0.373946134994974,0.471,0.685,0,2,"Heat shock cognate 71 kDa protein","Epidermis"
"SMED30018637",1.15611627638509e-78,-0.334737147230616,0.441,0.668,3.89252789096094e-74,45,"Heat shock cognate 71 kDa protein","Cathepsin"
"SMED30018637",5.86677105076052e-189,0.259743352219066,0.76,0.665,1.97528314508056e-184,11,"Heat shock cognate 71 kDa protein","Protonephridia"
"SMED30018637",6.80266157698965e-38,0.251582822249084,0.911,0.666,2.29038812635665e-33,73,"Heat shock cognate 71 kDa protein","Protonephridia"
"SMED30018637",1.16207728905561e-58,-0.269806619138819,0.515,0.668,3.91259802452133e-54,41,"Heat shock cognate 71 kDa protein","Neural"
"SMED30018637",7.54065677078193e-172,0.267093665042338,0.792,0.665,2.53886372815457e-167,17,"Heat shock cognate 71 kDa protein","Epidermis"
"SMED30018637",5.16535068197502e-83,0.313495415780098,0.86,0.666,1.73912192111417e-78,56,"Heat shock cognate 71 kDa protein","Neural"
"SMED30018643",3.8621196784751e-43,-0.261547112729944,0.137,0.236,1.30033707454578e-38,23,"Collagen alpha-2(I) chain","Protonephridia"
"SMED30018643",1.33465681908516e-30,-0.309024057805157,0.101,0.235,4.49365604417784e-26,52,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",0,-0.356983712535311,0.106,0.247,0,2,"Collagen alpha-2(I) chain","Epidermis"
"SMED30018643",1.81429443093591e-300,0.674946392967621,0.852,0.234,6.10854791951811e-296,73,"Collagen alpha-2(I) chain","Protonephridia"
"SMED30018643",0.000546326893838877,-0.259188948835969,0.152,0.235,1,87,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",1.53856081354604e-28,-0.250688797021029,0.134,0.236,5.18018040312817e-24,35,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",8.80154901522096e-122,-0.290913569641442,0.123,0.237,2.96339353793475e-117,11,"Collagen alpha-2(I) chain","Protonephridia"
"SMED30018643",7.19331271158362e-18,-0.299787523794018,0.108,0.235,2.42191645686309e-13,66,"Collagen alpha-2(I) chain","Parenchymal"
"SMED30018643",2.25124973346828e-22,-0.280694335249541,0.121,0.235,7.57973272761436e-18,53,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",3.1714947451621e-09,-0.283945510154566,0.137,0.235,0.000106781056574863,79,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",4.21972993787662e-24,-0.306346184458233,0.116,0.235,1.42074087278368e-19,56,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",0,0.46913586088086,0.632,0.231,0,24,"Collagen alpha-2(I) chain","Muscle"
"SMED30018643",1.44994223438422e-216,-0.318323478705261,0.11,0.239,4.88181050894822e-212,8,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",4.34803387764776e-08,-0.26763904557752,0.131,0.235,0.00146393952626522,83,"Collagen alpha-2(I) chain","Pharynx"
"SMED30018643",1.07104145079156e-18,-0.289874298948659,0.124,0.235,3.60608946067012e-14,60,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",7.9525541714263e-26,-0.278374124528703,0.118,0.235,2.67754546397752e-21,47,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",2.35658706502214e-12,-0.255299695519772,0.136,0.235,7.93439298922306e-08,64,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",2.84578109696177e-86,-0.261256120564132,0.135,0.237,9.58146037536059e-82,12,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",0,-0.385267281982542,0.084,0.243,0,3,"Collagen alpha-2(I) chain","Protonephridia"
"SMED30018643",0,-0.358575818247838,0.103,0.242,0,4,"Collagen alpha-2(I) chain","Stem Cells"
"SMED30018643",4.29728931323136e-06,-0.26053697595836,0.138,0.235,0.144685433887187,85,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",1.3572674359027e-54,-0.255553701054683,0.129,0.236,4.56978372994081e-50,20,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",0,1.12480814143043,0.943,0.214,0,9,"Collagen alpha-2(I) chain","Muscle"
"SMED30018643",3.13048519409912e-11,-0.295160885042464,0.12,0.235,1.05400306000123e-06,78,"Collagen alpha-2(I) chain","Parenchymal"
"SMED30018643",0,1.05251371285954,0.852,0.175,0,0,"Collagen alpha-2(I) chain","Muscle"
"SMED30018643",7.04469453350637e-131,-0.316149787059903,0.103,0.237,2.37187820248626e-126,13,"Collagen alpha-2(I) chain","Epidermis"
"SMED30018643",4.54047336902913e-27,-0.271886252710314,0.126,0.235,1.52873197861842e-22,42,"Collagen alpha-2(I) chain","Parenchymal"
"SMED30018643",2.37043696347651e-79,-0.287516423996173,0.117,0.237,7.98102421232906e-75,17,"Collagen alpha-2(I) chain","Epidermis"
"SMED30018643",1.16334321752343e-150,-0.254993101674274,0.133,0.238,3.91686027907964e-146,7,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",1.3603954436169e-135,-0.251210425811214,0.14,0.238,4.58031541911374e-131,6,"Collagen alpha-2(I) chain","Intestine"
"SMED30018643",3.1942339869128e-13,-0.258539715673519,0.14,0.235,1.07546664105367e-08,61,"Collagen alpha-2(I) chain","Neural"
"SMED30018643",6.53914698996712e-41,-0.279905466035897,0.127,0.236,2.20166540005203e-36,28,"Collagen alpha-2(I) chain","Neural"
"SMED30018686",0,1.11445457235703,0.463,0.005,0,74,NA,"Epidermis"
"SMED30018781",0,1.0752127586217,0.781,0.024,0,84,"Venom allergen","Parenchymal"
"SMED30018781",0,2.07504596645223,0.999,0.019,0,39,"Venom allergen","Parenchymal"
"SMED30018872",0,0.396272380086355,0.363,0.011,0,41,"ADAMTS-like protein 3","Neural"
