SmedID,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,tissue,annotations
SMED30020631,0,0.347326868,0.454,0.106,0,Neural13,SMED30020631,Neural,Short transient receptor potential channel 7
SMED30020631,0,0.714466509,0.626,0.101,0,Neural12,SMED30020631,Neural,Short transient receptor potential channel 7
SMED30020631,0,0.38016443,0.459,0.097,0,Neural3,SMED30020631,Neural,Short transient receptor potential channel 7
SMED30020631,0,0.366969334,0.482,0.106,0,Neural15,SMED30020631,Neural,Short transient receptor potential channel 7
SMED30020654,0,1.580986234,0.765,0.013,0,Neural20,SMED30020654,Neural,PKD1L-2
SMED30020663,0,0.305585063,0.3,0.009,0,Neural19,SMED30020663,Neural,NA
SMED30020684,4.60E-71,0.344115161,0.454,0.107,1.44E-66,Neural42,SMED30020684,Neural,Neural cell adhesion molecule 2
SMED30020684,2.08E-221,0.363044282,0.389,0.104,6.52E-217,Neural23,SMED30020684,Neural,Neural cell adhesion molecule 2
SMED30020726,3.18E-89,0.29121829,0.289,0.132,9.94E-85,Neural14,SMED30020726,Neural,Collagen alpha-1(VII) chain
SMED30020839,0,0.349821438,0.476,0.16,0,Neural12,SMED30020839,Neural,MAP kinase-activating death domain protein
SMED30020839,9.14E-113,0.262305175,0.429,0.165,2.86E-108,Neural26,SMED30020839,Neural,MAP kinase-activating death domain protein
SMED30020846,8.62E-278,0.271771865,0.261,0.005,2.70E-273,Neural43,SMED30020846,Neural,NA
SMED30020971,0,0.890652105,0.709,0.003,0,Neural38,SMED30020971,Neural,NA
SMED30020986,0,0.748147187,0.639,0.002,0,Neural38,SMED30020986,Neural,NA
SMED30021019,0,0.250643402,0.252,0.03,0,Neural18,SMED30021019,Neural,Leucyl aminopeptidase
SMED30021054,7.66E-140,0.3560987,0.414,0.053,2.40E-135,Neural42,SMED30021054,Neural,NPHS1-4
SMED30021102,0,0.283133298,0.289,0.007,0,Neural42,SMED30021102,Neural,FMRFamide-activated amiloride-sensitive sodium channel
SMED30021105,1.11E-281,0.30756636,0.635,0.37,3.47E-277,Neural3,SMED30021105,Neural,Tubulin alpha-2/alpha-4 chain
SMED30021105,1.02E-220,0.310047068,0.63,0.373,3.18E-216,Neural7,SMED30021105,Neural,Tubulin alpha-2/alpha-4 chain
SMED30021105,3.80E-131,0.274743476,0.622,0.377,1.19E-126,Neural11,SMED30021105,Neural,Tubulin alpha-2/alpha-4 chain
SMED30021105,7.99E-170,0.427657431,0.729,0.378,2.50E-165,Neural22,SMED30021105,Neural,Tubulin alpha-2/alpha-4 chain
SMED30021105,8.01E-125,0.304825075,0.664,0.378,2.51E-120,Neural19,SMED30021105,Neural,Tubulin alpha-2/alpha-4 chain
SMED30021105,4.57E-167,0.271240697,0.615,0.375,1.43E-162,Neural8,SMED30021105,Neural,Tubulin alpha-2/alpha-4 chain
SMED30021110,0,0.479828584,0.561,0.122,0,Neural22,SMED30021110,Neural,"Dynein beta chain, flagellar outer arm"
SMED30021110,0,0.260363046,0.375,0.116,0,Neural3,SMED30021110,Neural,"Dynein beta chain, flagellar outer arm"
SMED30021196,2.86E-08,-1.039524065,0.126,0.188,0.00089482,Neural24,SMED30021196,Neural,NA
SMED30021196,5.80E-07,-1.055526353,0.134,0.187,0.018157388,Neural25,SMED30021196,Neural,NA
SMED30021196,2.66E-25,-1.100375295,0.12,0.189,8.31E-21,Neural8,SMED30021196,Neural,NA
SMED30021196,0.00042801,-1.03003659,0.146,0.187,1,Neural31,SMED30021196,Neural,NA
SMED30021196,4.92E-40,-1.093439915,0.11,0.19,1.54E-35,Neural4,SMED30021196,Neural,NA
SMED30021196,1.84E-22,-1.089812922,0.129,0.189,5.74E-18,Neural6,SMED30021196,Neural,NA
SMED30021196,0.004484508,-0.989788621,0.151,0.187,1,Neural35,SMED30021196,Neural,NA
SMED30021196,1.90E-07,-1.092211701,0.118,0.187,0.005949531,Neural36,SMED30021196,Neural,NA
SMED30021196,0.002202194,-1.031684759,0.144,0.187,1,Neural39,SMED30021196,Neural,NA
SMED30021196,1.19E-27,-1.097908651,0.132,0.19,3.73E-23,Neural2,SMED30021196,Neural,NA
SMED30021196,2.25E-06,-1.051145908,0.15,0.187,0.07050994,Neural18,SMED30021196,Neural,NA
SMED30021196,1.58E-16,-1.078584624,0.129,0.188,4.94E-12,Neural10,SMED30021196,Neural,NA
SMED30021196,0.002015906,-1.08771498,0.132,0.187,1,Neural40,SMED30021196,Neural,NA
SMED30021196,8.46E-18,-1.083099009,0.12,0.188,2.65E-13,Neural13,SMED30021196,Neural,NA
SMED30021196,3.12E-39,-1.113542755,0.126,0.191,9.76E-35,Neural1,SMED30021196,Neural,NA
SMED30021196,2.41E-11,-1.067769878,0.131,0.188,7.53E-07,Neural17,SMED30021196,Neural,NA
SMED30021196,0.001072049,-1.02022994,0.155,0.187,1,Neural28,SMED30021196,Neural,NA
SMED30021196,2.98E-12,-1.062692409,0.125,0.188,9.33E-08,Neural19,SMED30021196,Neural,NA
SMED30021196,1.74E-19,-1.079469825,0.133,0.189,5.46E-15,Neural7,SMED30021196,Neural,NA
SMED30021196,3.03E-27,-1.105881443,0.128,0.19,9.48E-23,Neural5,SMED30021196,Neural,NA
SMED30021196,8.47E-12,-1.081705894,0.114,0.188,2.65E-07,Neural23,SMED30021196,Neural,NA
SMED30021196,5.13E-06,-0.859202862,0.232,0.186,0.160491622,Neural14,SMED30021196,Neural,NA
SMED30021196,0,3.808441632,1,0.169,0,Neural15,SMED30021196,Neural,NA
SMED30021196,1.89E-11,-1.067157821,0.14,0.188,5.92E-07,Neural11,SMED30021196,Neural,NA
SMED30021196,6.78E-06,-1.019181766,0.143,0.187,0.212087202,Neural20,SMED30021196,Neural,NA
SMED30021196,6.25E-10,-1.072152767,0.12,0.188,1.95E-05,Neural26,SMED30021196,Neural,NA
SMED30021196,0.009364799,-0.995494589,0.157,0.187,1,Neural32,SMED30021196,Neural,NA
SMED30021196,1.53E-13,-1.029941841,0.132,0.188,4.78E-09,Neural12,SMED30021196,Neural,NA
SMED30021196,4.13E-38,-1.112399436,0.115,0.19,1.29E-33,Neural3,SMED30021196,Neural,NA
SMED30021196,5.11E-08,-1.058152028,0.125,0.187,0.001597361,Neural29,SMED30021196,Neural,NA
SMED30021196,3.97E-05,-1.014460402,0.141,0.187,1,Neural30,SMED30021196,Neural,NA
SMED30021196,0.004203942,-1.069943859,0.124,0.187,1,Neural42,SMED30021196,Neural,NA
SMED30021196,0.000243224,-1.009824782,0.137,0.187,1,Neural37,SMED30021196,Neural,NA
SMED30021196,2.91E-11,-1.074152927,0.132,0.188,9.09E-07,Neural16,SMED30021196,Neural,NA
SMED30021196,8.41E-07,-1.044373055,0.123,0.187,0.026306857,Neural33,SMED30021196,Neural,NA
SMED30021196,3.94E-06,-1.040112606,0.142,0.187,0.123197866,Neural21,SMED30021196,Neural,NA
SMED30021196,0,1.762393962,0.993,0.16,0,Neural9,SMED30021196,Neural,NA
SMED30021196,0.000218262,-0.98854948,0.113,0.187,1,Neural41,SMED30021196,Neural,NA
SMED30021196,0.000236967,-1.158540582,0.054,0.187,1,Neural43,SMED30021196,Neural,NA
SMED30021196,3.23E-05,-1.043791034,0.136,0.187,1,Neural34,SMED30021196,Neural,NA
SMED30021196,5.62E-15,-1.104965546,0.104,0.188,1.76E-10,Neural22,SMED30021196,Neural,NA
SMED30021366,2.37E-72,0.265964148,0.346,0.106,7.41E-68,Neural39,SMED30021366,Neural,Glutamate receptor 2
SMED30021366,1.40E-79,0.374472825,0.474,0.107,4.38E-75,Neural42,SMED30021366,Neural,Glutamate receptor 2
SMED30021366,1.15E-139,0.324698649,0.379,0.105,3.59E-135,Neural33,SMED30021366,Neural,Glutamate receptor 2
SMED30021366,1.28E-195,0.398748424,0.431,0.105,4.01E-191,Neural34,SMED30021366,Neural,Glutamate receptor 2
SMED30021405,0,0.549792031,0.489,0.07,0,Neural30,SMED30021405,Neural,Fibrillin-1
SMED30021413,0,0.752517858,0.423,0.001,0,Neural41,SMED30021413,Neural,NA
SMED30021490,2.11E-200,0.844205267,0.79,0.294,6.60E-196,Neural39,SMED30021490,Neural,E3 ubiquitin protein ligase-1
SMED30021490,4.18E-156,0.276457442,0.56,0.29,1.31E-151,Neural13,SMED30021490,Neural,E3 ubiquitin protein ligase-1
SMED30021567,6.78E-86,0.254762471,0.358,0.109,2.12E-81,Neural38,SMED30021567,Neural,Dedicator of cytokinesis 1
SMED30021589,1.81E-223,0.278294544,0.389,0.117,5.66E-219,Neural18,SMED30021589,Neural,Agrin
SMED30021590,1.98E-234,0.290078941,0.425,0.13,6.20E-230,Neural19,SMED30021590,Neural,Spectrin beta chain
SMED30021613,0,0.799408173,0.7,0.087,0,Neural19,SMED30021613,Neural,Nesprin-1
SMED30021735,0,0.337158479,0.283,0.005,0,Neural28,SMED30021735,Neural,Receptor-type guanylate cyclase gcy-3
SMED30021821,0,1.01895396,0.676,0.034,0,Neural33,SMED30021821,Neural,Transient receptor potential cation channel
SMED30021821,5.35E-171,0.582835204,0.559,0.039,1.67E-166,Neural43,SMED30021821,Neural,Transient receptor potential cation channel
SMED30021821,1.79E-145,0.331958702,0.361,0.039,5.60E-141,Neural42,SMED30021821,Neural,Transient receptor potential cation channel
SMED30021826,3.53E-39,0.373617484,0.848,0.717,1.10E-34,Neural30,SMED30021826,Neural,NA
SMED30021826,1.07E-40,0.298105526,0.811,0.716,3.35E-36,Neural19,SMED30021826,Neural,NA
SMED30021826,1.19E-285,-0.317445265,0.611,0.733,3.72E-281,Neural0,SMED30021826,Neural,NA
SMED30021960,0,0.451891896,0.417,0.016,0,Neural24,SMED30021960,Neural,Glutamyl aminopeptidase
SMED30021960,0,0.253913901,0.233,0.018,0,Neural25,SMED30021960,Neural,Glutamyl aminopeptidase
SMED30021961,1.12E-65,0.29891604,0.351,0.038,3.50E-61,Neural43,SMED30021961,Neural,Protocadherin 1
SMED30022087,7.22E-49,0.25654198,0.541,0.336,2.26E-44,Neural29,SMED30022087,Neural,TNFR CD27 30 40 95 cysteine rich region
SMED30022087,0,-0.253137259,0.116,0.37,0,Neural0,SMED30022087,Neural,TNFR CD27 30 40 95 cysteine rich region
SMED30022127,0,0.251758932,0.25,0.025,0,Neural4,SMED30022127,Neural,Collagen alpha 1(XV) chain
SMED30022187,0,0.296551213,0.298,0.024,0,Neural12,SMED30022187,Neural,Epithelial splicing regulatory protein 2
SMED30022187,0,0.276024482,0.297,0.025,0,Neural15,SMED30022187,Neural,Epithelial splicing regulatory protein 2
SMED30022193,0,0.392075923,0.435,0.052,0,Neural19,SMED30022193,Neural,Nesprin-1
SMED30022344,0,0.250168925,0.323,0.064,0,Neural19,SMED30022344,Neural,FERM domain containing-1
SMED30022407,0,0.573518494,0.511,0.007,0,Neural7,SMED30022407,Neural,Transient receptor potential cation channel subfamily A member 1
SMED30022414,0,0.43382897,0.568,0.175,0,Neural18,SMED30022414,Neural,Ankyrin-1
SMED30022519,0,0.338709909,0.369,0.028,0,Neural15,SMED30022519,Neural,p2X purinoceptor 4
SMED30022519,0,0.400167296,0.379,0.025,0,Neural10,SMED30022519,Neural,p2X purinoceptor 4
SMED30022534,7.25E-82,0.29722323,0.329,0.068,2.27E-77,Neural40,SMED30022534,Neural,NA
SMED30022678,0,0.471084771,0.449,0.022,0,Neural19,SMED30022678,Neural,Semaphorin-like protein
SMED30022681,0,0.552956181,0.641,0.168,0,Neural22,SMED30022681,Neural,"Dynein heavy chain 7, axonemal"
SMED30022681,0,0.336499887,0.468,0.163,0,Neural7,SMED30022681,Neural,"Dynein heavy chain 7, axonemal"
SMED30022681,3.81E-262,0.289988263,0.46,0.167,1.19E-257,Neural11,SMED30022681,Neural,"Dynein heavy chain 7, axonemal"
SMED30022681,0,0.352930767,0.483,0.159,0,Neural3,SMED30022681,Neural,"Dynein heavy chain 7, axonemal"
SMED30022681,0,0.295376292,0.445,0.165,0,Neural8,SMED30022681,Neural,"Dynein heavy chain 7, axonemal"
SMED30022681,5.05E-176,0.292795136,0.451,0.169,1.58E-171,Neural19,SMED30022681,Neural,"Dynein heavy chain 7, axonemal"
SMED30022777,6.03E-143,0.271512694,0.445,0.214,1.89E-138,Neural13,SMED30022777,Neural,NA
SMED30022777,2.45E-76,0.309763665,0.453,0.217,7.67E-72,Neural28,SMED30022777,Neural,NA
SMED30022777,4.60E-24,0.27378199,0.478,0.219,1.44E-19,Neural42,SMED30022777,Neural,NA
SMED30022812,5.69E-62,0.352628224,0.543,0.249,1.78E-57,Neural39,SMED30022812,Neural,Tyrosine-protein phosphatase Lar
SMED30022812,1.70E-39,0.345158769,0.544,0.25,5.32E-35,Neural40,SMED30022812,Neural,Tyrosine-protein phosphatase Lar
SMED30022812,1.66E-230,0.255370739,0.45,0.24,5.19E-226,Neural2,SMED30022812,Neural,Tyrosine-protein phosphatase Lar
SMED30022812,1.74E-67,0.285894678,0.481,0.248,5.43E-63,Neural29,SMED30022812,Neural,Tyrosine-protein phosphatase Lar
SMED30022815,0,0.297510234,0.223,0.028,0,Neural2,SMED30022815,Neural,Acetylcholinesterase
SMED30022815,3.84E-161,0.258060647,0.221,0.036,1.20E-156,Neural33,SMED30022815,Neural,Acetylcholinesterase
SMED30022870,0,0.474918421,0.544,0.163,0,Neural8,SMED30022870,Neural,NA
SMED30022870,2.72E-246,0.359809696,0.494,0.17,8.52E-242,Neural17,SMED30022870,Neural,NA
SMED30022870,0,0.415012003,0.487,0.168,0,Neural11,SMED30022870,Neural,NA
SMED30022870,0,0.602239939,0.621,0.157,0,Neural6,SMED30022870,Neural,NA
SMED30022870,0,0.577768762,0.613,0.158,0,Neural7,SMED30022870,Neural,NA
SMED30022870,0,0.282194957,0.444,0.162,0,Neural3,SMED30022870,Neural,NA
SMED30022907,3.81E-49,0.421925633,0.602,0.229,1.19E-44,Neural42,SMED30022907,Neural,Synaptotagmin-1
SMED30022907,2.23E-90,0.358781365,0.504,0.227,6.96E-86,Neural31,SMED30022907,Neural,Synaptotagmin-1
SMED30022907,3.52E-15,0.374112521,0.523,0.23,1.10E-10,Neural43,SMED30022907,Neural,Synaptotagmin-1
SMED30022907,3.11E-98,0.399793342,0.595,0.228,9.74E-94,Neural39,SMED30022907,Neural,Synaptotagmin-1
SMED30022907,3.46E-297,0.257293683,0.454,0.218,1.08E-292,Neural2,SMED30022907,Neural,Synaptotagmin-1
SMED30022907,2.19E-59,0.279999885,0.462,0.228,6.86E-55,Neural34,SMED30022907,Neural,Synaptotagmin-1
SMED30022929,5.19E-105,0.307007903,0.365,0.053,1.62E-100,Neural42,SMED30022929,Neural,WntA
SMED30022956,0,0.260647263,0.283,0.03,0,Neural15,SMED30022956,Neural,Regulator of microtubule dynamics protein 1
SMED30022992,4.70E-269,0.363936964,0.473,0.179,1.47E-264,Neural12,SMED30022992,Neural,Myosin-11
SMED30022992,1.70E-153,0.365653681,0.452,0.182,5.32E-149,Neural20,SMED30022992,Neural,Myosin-11
SMED30023071,0,0.446425401,0.407,0.005,0,Neural10,SMED30023071,Neural,NA
SMED30023110,8.27E-247,0.267013342,0.389,0.129,2.59E-242,Neural12,SMED30023110,Neural,Filamin-A
SMED30023110,0,0.70871914,0.702,0.108,0,Neural4,SMED30023110,Neural,Filamin-A
SMED30023110,2.90E-244,0.36654076,0.496,0.131,9.06E-240,Neural26,SMED30023110,Neural,Filamin-A
SMED30023110,1.35E-261,0.302996287,0.423,0.13,4.21E-257,Neural15,SMED30023110,Neural,Filamin-A
SMED30023116,1.89E-85,0.250932733,0.297,0.022,5.90E-81,Neural43,SMED30023116,Neural,Glycine receptor subunit alpha 1
SMED30023266,7.29E-290,0.314617082,0.362,0.074,2.28E-285,Neural22,SMED30023266,Neural,Cilia- and flagella-associated protein 43
SMED30023391,4.11E-22,0.286696804,0.578,0.305,1.29E-17,Neural42,SMED30023391,Neural,Ankyrin-2
SMED30023391,1.50E-19,0.295140974,0.461,0.305,4.71E-15,Neural39,SMED30023391,Neural,Ankyrin-2
SMED30023391,5.53E-124,0.477769074,0.672,0.303,1.73E-119,Neural36,SMED30023391,Neural,Ankyrin-2
SMED30023396,0,0.33015232,0.308,0.021,0,Neural30,SMED30023396,Neural,Calcium-activated chloride channel regulator 1
SMED30023409,1.07E-184,0.28032292,0.4,0.118,3.34E-180,Neural22,SMED30023409,Neural,Zgc:158613 protein
SMED30023687,0,0.256811773,0.209,0.006,0,Neural37,SMED30023687,Neural,Transmembrane protease serine 3
SMED30023806,0,0.441429764,0.4,0.031,0,Neural33,SMED30023806,Neural,"O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1-like protein"
SMED30023860,0,0.719310616,0.715,0.103,0,Neural4,SMED30023860,Neural,Paramyosin
SMED30023882,1.81E-37,-0.494926701,0.174,0.38,5.67E-33,Neural31,SMED30023882,Neural,Rootletin
SMED30023882,3.19E-64,-0.583482254,0.138,0.381,9.98E-60,Neural25,SMED30023882,Neural,Rootletin
SMED30023882,4.56E-40,-0.504888531,0.189,0.38,1.43E-35,Neural28,SMED30023882,Neural,Rootletin
SMED30023882,2.14E-223,-0.602875664,0.146,0.389,6.69E-219,Neural5,SMED30023882,Neural,Rootletin
SMED30023882,3.78E-217,-0.520084145,0.191,0.391,1.18E-212,Neural1,SMED30023882,Neural,Rootletin
SMED30023882,0,0.802900451,0.894,0.356,0,Neural6,SMED30023882,Neural,Rootletin
SMED30023882,0,0.42817141,0.795,0.356,0,Neural3,SMED30023882,Neural,Rootletin
SMED30023882,1.03E-36,-0.462247769,0.192,0.38,3.21E-32,Neural27,SMED30023882,Neural,Rootletin
SMED30023882,8.19E-42,-0.534321427,0.153,0.38,2.56E-37,Neural34,SMED30023882,Neural,Rootletin
SMED30023882,0,1.067937696,0.952,0.362,0,Neural11,SMED30023882,Neural,Rootletin
SMED30023882,2.62E-05,-0.349895051,0.36,0.378,0.821052883,Neural36,SMED30023882,Neural,Rootletin
SMED30023882,1.59E-34,-0.513733306,0.162,0.38,4.97E-30,Neural37,SMED30023882,Neural,Rootletin
SMED30023882,1.33E-220,-0.558740089,0.166,0.39,4.18E-216,Neural2,SMED30023882,Neural,Rootletin
SMED30023882,9.66E-05,-0.259271945,0.361,0.378,1,Neural20,SMED30023882,Neural,Rootletin
SMED30023882,2.47E-228,-0.411115868,0.243,0.397,7.73E-224,Neural0,SMED30023882,Neural,Rootletin
SMED30023882,1.66E-109,-0.527415894,0.154,0.384,5.18E-105,Neural12,SMED30023882,Neural,Rootletin
SMED30023882,7.11E-66,-0.562790584,0.143,0.381,2.22E-61,Neural23,SMED30023882,Neural,Rootletin
SMED30023882,4.69E-13,-0.440577749,0.267,0.378,1.47E-08,Neural39,SMED30023882,Neural,Rootletin
SMED30023882,4.70E-10,-0.638253661,0.099,0.378,1.47E-05,Neural43,SMED30023882,Neural,Rootletin
SMED30023882,9.36E-45,-0.539032995,0.147,0.38,2.93E-40,Neural33,SMED30023882,Neural,Rootletin
SMED30023882,0,0.786022712,0.901,0.37,0,Neural22,SMED30023882,Neural,Rootletin
SMED30023882,0,1.247538223,0.938,0.357,0,Neural8,SMED30023882,Neural,Rootletin
SMED30023882,2.11E-16,-0.553036689,0.133,0.378,6.60E-12,Neural42,SMED30023882,Neural,Rootletin
SMED30023882,1.08E-115,-0.578782349,0.148,0.384,3.37E-111,Neural13,SMED30023882,Neural,Rootletin
SMED30023882,2.14E-20,-0.410652659,0.227,0.379,6.71E-16,Neural35,SMED30023882,Neural,Rootletin
SMED30023882,3.27E-47,-0.550259182,0.144,0.38,1.02E-42,Neural32,SMED30023882,Neural,Rootletin
SMED30023882,4.57E-19,-0.297332997,0.29,0.38,1.43E-14,Neural14,SMED30023882,Neural,Rootletin
SMED30023882,3.87E-43,-0.458103663,0.249,0.38,1.21E-38,Neural16,SMED30023882,Neural,Rootletin
SMED30023882,0,0.67375272,0.85,0.368,0,Neural17,SMED30023882,Neural,Rootletin
SMED30023882,6.64E-69,-0.418850071,0.226,0.383,2.08E-64,Neural9,SMED30023882,Neural,Rootletin
SMED30023882,3.86E-54,-0.531516573,0.157,0.381,1.21E-49,Neural26,SMED30023882,Neural,Rootletin
SMED30023882,6.50E-143,-0.57949801,0.137,0.385,2.03E-138,Neural10,SMED30023882,Neural,Rootletin
SMED30023882,9.60E-62,-0.543825521,0.162,0.381,3.00E-57,Neural21,SMED30023882,Neural,Rootletin
SMED30023882,2.64E-66,-0.475358994,0.197,0.382,8.27E-62,Neural15,SMED30023882,Neural,Rootletin
SMED30023882,3.18E-26,-0.497009869,0.191,0.379,9.95E-22,Neural38,SMED30023882,Neural,Rootletin
SMED30023882,5.25E-236,0.537027104,0.761,0.37,1.64E-231,Neural19,SMED30023882,Neural,Rootletin
SMED30023882,3.41E-25,-0.616387203,0.118,0.379,1.07E-20,Neural40,SMED30023882,Neural,Rootletin
SMED30023882,1.02E-49,-0.48993211,0.169,0.381,3.19E-45,Neural24,SMED30023882,Neural,Rootletin
SMED30023897,0,0.3482108,0.385,0.066,0,Neural7,SMED30023897,Neural,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1
SMED30023897,0,0.273666169,0.328,0.072,0,Neural11,SMED30023897,Neural,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1
SMED30024011,0,0.281189838,0.27,0.027,0,Neural4,SMED30024011,Neural,"BMA-NID-1, isoform a"
SMED30024195,1.80E-161,0.25539089,0.233,0.03,5.62E-157,Neural39,SMED30024195,Neural,Guanylate cyclase
SMED30024198,4.55E-244,0.321836567,0.344,0.03,1.42E-239,Neural40,SMED30024198,Neural,Protocadherin 11
SMED30024211,0,1.167507688,0.943,0.247,0,Neural4,SMED30024211,Neural,Muscle M-line assembly protein unc-89
SMED30024211,1.57E-15,-0.292210811,0.157,0.28,4.92E-11,Neural36,SMED30024211,Neural,Muscle M-line assembly protein unc-89
SMED30024211,1.36E-49,-0.251810256,0.186,0.284,4.27E-45,Neural5,SMED30024211,Neural,Muscle M-line assembly protein unc-89
SMED30024211,5.43E-17,-0.25433316,0.183,0.281,1.70E-12,Neural22,SMED30024211,Neural,Muscle M-line assembly protein unc-89
SMED30024211,9.45E-58,-0.257230814,0.185,0.285,2.96E-53,Neural2,SMED30024211,Neural,Muscle M-line assembly protein unc-89
SMED30024211,4.67E-37,-0.258988509,0.19,0.283,1.46E-32,Neural8,SMED30024211,Neural,Muscle M-line assembly protein unc-89
SMED30024211,3.84E-41,-0.271194157,0.167,0.283,1.20E-36,Neural10,SMED30024211,Neural,Muscle M-line assembly protein unc-89
SMED30024211,1.64E-81,-0.272242745,0.175,0.287,5.11E-77,Neural1,SMED30024211,Neural,Muscle M-line assembly protein unc-89
SMED30024211,3.87E-31,-0.262929065,0.177,0.282,1.21E-26,Neural13,SMED30024211,Neural,Muscle M-line assembly protein unc-89
SMED30024216,4.32E-171,0.292768043,0.291,0.073,1.35E-166,Neural23,SMED30024216,Neural,Neurexin-1
SMED30024216,2.15E-216,0.387531345,0.387,0.074,6.71E-212,Neural36,SMED30024216,Neural,Neurexin-1
SMED30024243,0,1.224387628,0.847,0.018,0,Neural15,SMED30024243,Neural,Transmembrane protease serine 2
SMED30024243,0,0.445519163,0.333,0.026,0,Neural9,SMED30024243,Neural,Transmembrane protease serine 2
SMED30024291,4.84E-74,0.278153931,0.303,0.063,1.51E-69,Neural40,SMED30024291,Neural,Microtubule-associated protein 1B
SMED30024325,0,0.366442948,0.304,0.008,0,Neural36,SMED30024325,Neural,NA
SMED30024368,0,0.32122109,0.542,0.268,0,Neural5,SMED30024368,Neural,chromodomain helicase DNA-binding protein 4
SMED30024436,0,0.932003582,0.658,0.01,0,Neural10,SMED30024436,Neural,NA
SMED30024527,4.08E-154,0.30921691,0.524,0.291,1.28E-149,Neural10,SMED30024527,Neural,"non-gastric H ,K -ATPase alpha subunit"
SMED30024549,0,0.701586944,0.615,0.029,0,Neural40,SMED30024549,Neural,Copine-9
SMED30024786,0,0.279115823,0.425,0.164,0,Neural3,SMED30024786,Neural,Transcription factor castor
SMED30024836,0,0.587947095,0.23,0.006,0,Neural9,SMED30024836,Neural,TRPM8 channel-associated factor 3
SMED30024935,0,0.518682231,0.522,0.041,0,Neural3,SMED30024935,Neural,NA
SMED30024935,3.52E-190,0.441033717,0.453,0.063,1.10E-185,Neural40,SMED30024935,Neural,NA
SMED30024935,0,0.397916889,0.433,0.059,0,Neural22,SMED30024935,Neural,NA
SMED30024935,0,0.462876175,0.383,0.059,0,Neural20,SMED30024935,Neural,NA
SMED30024979,9.19E-168,0.420855373,0.437,0.192,2.87E-163,Neural14,SMED30024979,Neural,"Intracellular protein transport protein USO1, putative"
SMED30024979,1.89E-274,0.250164224,0.317,0.18,5.91E-270,Neural0,SMED30024979,Neural,"Intracellular protein transport protein USO1, putative"
SMED30024979,0,0.96987467,0.782,0.186,0,Neural18,SMED30024979,Neural,"Intracellular protein transport protein USO1, putative"
SMED30025008,0,0.431059774,0.431,0.012,0,Neural15,SMED30025008,Neural,NA
SMED30025097,6.18E-65,0.334067682,0.474,0.122,1.93E-60,Neural42,SMED30025097,Neural,Disintegrin and metalloproteinase domain-containing protein
SMED30025193,2.66E-165,0.26264093,0.365,0.101,8.33E-161,Neural26,SMED30025193,Neural,Centrosomal protein of 170 kDa protein B
SMED30025325,9.66E-137,0.597113059,0.635,0.164,3.02E-132,Neural40,SMED30025325,Neural,Neurogenic locus Notch protein
SMED30025325,0,0.341054199,0.498,0.158,0,Neural15,SMED30025325,Neural,Neurogenic locus Notch protein
SMED30025382,0,0.321001147,0.309,0.005,0,Neural12,SMED30025382,Neural,Anoctamin
SMED30025388,1.20E-66,-0.253576003,0.156,0.269,3.76E-62,Neural3,SMED30025388,Neural,Myosin heavy chain
SMED30025388,2.19E-14,-0.257712465,0.147,0.265,6.85E-10,Neural36,SMED30025388,Neural,Myosin heavy chain
SMED30025388,0,0.989864426,0.831,0.236,0,Neural4,SMED30025388,Neural,Myosin heavy chain
SMED30025388,9.19E-07,-0.263835474,0.137,0.264,0.028738627,Neural42,SMED30025388,Neural,Myosin heavy chain
SMED30025522,0,0.347051424,0.416,0.154,0,Neural5,SMED30025522,Neural,"60 kDa heat shock protein, mitochondrial"
SMED30025548,1.50E-35,0.265130184,0.361,0.114,4.69E-31,Neural42,SMED30025548,Neural,TNF receptor-associated factor-2-like protein B
SMED30025553,0,0.754070505,0.721,0.09,0,Neural4,SMED30025553,Neural,Neurogenic locus notch protein
SMED30025573,0,0.702968658,0.695,0.06,0,Neural42,SMED30025573,Neural,"cGMP-dependent protein kinase,putative"
SMED30025621,0,0.447306445,0.373,0.001,0,Neural31,SMED30025621,Neural,NA
SMED30025753,0,-0.368655112,0.258,0.607,0,Neural0,SMED30025753,Neural,NA
SMED30025753,1.24E-55,0.283700257,0.726,0.561,3.88E-51,Neural18,SMED30025753,Neural,NA
SMED30025753,1.07E-127,0.368516281,0.801,0.559,3.36E-123,Neural19,SMED30025753,Neural,NA
SMED30025753,1.43E-50,-0.29318093,0.303,0.567,4.47E-46,Neural27,SMED30025753,Neural,NA
SMED30025753,2.48E-131,-0.36776959,0.243,0.571,7.75E-127,Neural14,SMED30025753,Neural,NA
SMED30025821,3.16E-50,-0.266480863,0.138,0.382,9.90E-46,Neural27,SMED30025821,Neural,Multiple PDZ domain protein
SMED30025821,9.40E-140,0.292319157,0.629,0.373,2.94E-135,Neural13,SMED30025821,Neural,Multiple PDZ domain protein
SMED30025821,2.99E-20,0.274764418,0.647,0.378,9.35E-16,Neural42,SMED30025821,Neural,Multiple PDZ domain protein
SMED30025821,0,-0.278195803,0.138,0.413,0,Neural0,SMED30025821,Neural,Multiple PDZ domain protein
SMED30025852,0,0.494604775,0.228,0.006,0,Neural20,SMED30025852,Neural,PKD1L-2
